"id","estado","setor","insight","total_acidentes"
1238,"DISTRITO FEDERAL","TELECOMUNICACOES","A análise dos acidentes de trabalho no setor de telecomunicações no Distrito Federal revela que os principais riscos são relacionados ao uso de veículos (rodoviários motorizados e não motorizados) e a exposição a agentes físicos, como arco elétrico e fogo. Além disso, nota-se uma frequência maior de lesões imediatas nos membros superiores e tronco, sugerindo um padrão de risco ocupacional associado à atividade laboral específica.",8
1253,"DISTRITO FEDERAL","TRANSPORTE TERRESTRE","A análise dos acidentes de trabalho no setor de transporte terrestre no Distrito Federal revela um perfil de risco predominante relacionado a lesões causadas por veículos (50% dos casos) e máquinas/equipamentos (25%). Isso sugere que os trabalhadores nesse setor precisam receber treinamento especializado em segurança e prévenção de acidentes, especialmente em relação ao uso seguro de veículos e máquinas.",52
1305,"MINAS GERAIS","ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL","A análise dos acidentes de trabalho no setor de Administração Pública, Defesa e Segurança Social em Minas Gerais revela que os principais agentes responsáveis são veículos rodoviários motorizados e superfícies utilizadas para sustentação de pessoas, com um padrão de lesões frequentemente relacionados a problemas musculares e ósseos. Além disso, há uma tendência para acidentes ocorrerem em áreas urbanas, como Juiz de Fora e Belo Horizonte.",428
1733,"MINAS GERAIS","AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS","A análise dos acidentes de trabalho no setor ""AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS"" no estado de Minas Gerais revela que os principais riscos são relacionados ao uso da motocicleta e motoneta, com um padrão claro de lesões graves, como fraturas e amputações, em áreas específicas do corpo, como os dedos e o pé. Além disso, a maioria dos casos ocorre no município de Belo Horizonte, o que sugere uma concentração de riscos nessa região.",3
1736,"MINAS GERAIS","AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS","A análise dos acidentes de trabalho no setor de agricultura, pecuária e serviços relacionados no estado de Minas Gerais revela que o principal risco é a lesão muscular e articular, especialmente na parte inferior do corpo (membros inferiores) e no dorso. Além disso, os acidentes relacionados à superfície de sustentação de pessoas, veículos de tração animal e máquinas agrícolas também são frequentes.",101
2019,"MINAS GERAIS","ALOJAMENTO","A análise dos acidentes de trabalho no setor ""ALOJAMENTO"" do estado Minas Gerais revela que houve um padrão de lesões relacionadas a problemas de superfície utilizada para sustentação de pessoas (chao) e mobiliário, com destaque para lesões ortopédicas e lesões cutaneas. Além disso, nota-se uma tendência de acidentes ocorrendo em diferentes municípios do estado, mas com uma predominância de ocorrências em Belo Horizonte e Pousos Alegre.",36
2055,"MINAS GERAIS","ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS","A análise dos acidentes de trabalho no setor ""Alugueis não imobiliários e gestão de ativos intangíveis não financeiros"" no estado de Minas Gerais revela que o risco mais elevado é a lesão causada por máquinas e aparelhos (44,4%), seguida da lesão por animais (16,7%). Além disso, os dados indicam uma tendência para os acidentes ocorrerem em locais como Belo Horizonte e Contagem, que podem ter fatores de risco específicos.",56
2111,"MINAS GERAIS","ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES","Com base nos dados analisados, destaco que o setor de Armazenamento e Atividades Auxiliares dos Transportes no estado de Minas Gerais apresenta um padrão preocupante de lesões relacionadas a acidentes de transporte rodoviário, com predominância de lesões superficiais e múltiplas envolvendo os membros superiores e inferiores. Além disso, noto uma ausência significativa de lesões graves e óbitos, o que pode indicar um nível razoável de profissionalismo e segurança nas atividades desenvolvidas.",73
2184,"MINAS GERAIS","ATIVIDADES ARTISTICAS, CRIATIVAS E DE ESPETACULOS","A análise dos acidentes de trabalho no setor ""ATIVIDADES ARTISTICAS, CRIATIVAS E DE ESPETACULOS"" em Minas Gerais revela que existem riscos significativos associados ao deslocamento e ao transporte, especialmente para os trabalhadores do sexo masculino. Além disso, a lesão imediata mais comum é relacionada à parte inferior do corpo.",1
2185,"MINAS GERAIS","ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS, SEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE","A análise dos acidentes de trabalho no estado de Minas Gerais, no setor de atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde, revela uma tendência significativa de lesões envolvendo membros superiores (braço e mão) e face. Além disso, é perceptível um risco elevado de acidentes relacionados ao uso de veículos (moto e bicicleta), principalmente em áreas urbanas (JUIZ DE FORA e BELO HORIZONTE).",5
2190,"MINAS GERAIS","ATIVIDADES DE ATENCAO A SAUDE HUMANA","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE ATENCAO A SAUDE HUMANA"" no estado Minas Gerais revela que a maioria das lesões é classificada como ""Lesão imediata"", o que sugere uma alta propensão a lesões agudas e não relacionadas à doença ocupacional. Além disso, a presença de agentes do acidente, como mobiliário, motocicleta, substâncias químicas e produtos animais, indica um risco elevado associado ao uso de equipamentos e materiais no ambiente laboral.",1012
3337,"MINAS GERAIS","ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO"" no estado de Minas Gerais revela um padrão preocupante de lesões relacionadas à fratura e contusão, especialmente em trabalhadores do sexo masculino. Além disso, a presença de agente como alvate, britador e moinho sugere uma elevada exposição a riscos mecânicos e físicos no ambiente laboral.",4
3202,"MINAS GERAIS","ATIVIDADES DE ATENCAO A SAUDE HUMANA INTEGRADAS COM ASSISTENCIA SOCIAL, PRESTADAS EM RESIDENCIAS COLETIVAS E PARTICULARES","A análise dos acidentes de trabalho no setor ""Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares"" no estado de Minas Gerais revela que os trabalhadores femininos são mais propensos a sofrer lesões ligadas ao deslocamento toracal (distensão torçao) e entorse de articulação do ombro. Além disso, é notável a predominância de acidentes relacionados à superfície utilizada para sustentar pessoas (chão), destacando a importância da implementação de medidas de segurança eficazes nesse setor.",33
3235,"MINAS GERAIS","ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS"" no estado de Minas Gerais revela que os homens são mais afetados por lesões do que as mulheres, com um predomínio de lesões nas extremidades superiores e inferiores. Além disso, a maioria dos acidentes é resultado de ações humanas (agente vivo) ou de interação com objetos móveis (veículo rodoviário motorizado), destacando a importância da atenção às condições de trabalho e à educação sobre prevenção de acidentes.",102
5028,"MINAS GERAIS","EDUCACAO","A análise dos acidentes de trabalho no setor de Educação em Minas Gerais revela que os principais agentes envolvidos são equipamentos e máquinas (54% dos casos), seguidos por superfície e estrutura (23%). Além disso, nota-se uma predominância de lesões superficiais e não letais (81% dos casos), sugerindo a necessidade de implementar medidas preventivas para reduzir esses tipos de acidentes.",178
3341,"MINAS GERAIS","ATIVIDADES DE RADIO E DE TELEVISAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE RADIO E DE TELEVISÃO"" em Minas Gerais revela que há um risco significativo de lesões imediatas, principalmente nos membros superiores, provavelmente relacionadas ao uso de veículos ou objetos pesados. Além disso, observou-se uma tendência para acidentes mais graves e complexos, sugerindo a necessidade de medidas preventivas específicas para minimizar esses riscos.",2
3343,"MINAS GERAIS","ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL"" no estado de Minas Gerais revela que os principais riscos são relacionados à falta de segurança na circulação veicular, com 40% dos casos ocorrendo em consequência de acidentes de trânsito, e a exposição física, com 30% das lesões ocorrendo por contusão ou abrasão.",7
3350,"MINAS GERAIS","ATIVIDADES DE SERVICOS FINANCEIROS","Baseado nos dados, é possível identificar que o setor de atividades financeiras no estado de Minas Gerais registrou um número significativo de acidentes relacionados a trajetos e agentes externos, como veículos motorizados e superfícies utilizadas para sustentação. Além disso, nota-se uma maior frequência de lesões corporais graves, como fraturas e amputações, o que pode indicar um risco elevado para os trabalhadores nesse setor.",16
3366,"MINAS GERAIS","ATIVIDADES DE VIGILANCIA, SEGURANCA E INVESTIGACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE VIGILANCIA, SEGURANCA E INVESTIGACAO"" no estado de Minas Gerais revela um padrão preocupante de lesões relacionadas a veículos motorizados (motores e motonetas), especialmente em Belo Horizonte. Esses acidentes frequentemente envolvem lesões na área facial, membros inferiores e superiores, o que sugere uma falta de conscientização sobre as regras de trânsito e a importância da segurança no uso desses veículos.",41
14124,"PARANÁ","TRANSPORTE TERRESTRE","A análise dos acidentes de trabalho no setor de transporte terrestre no estado do Paraná durante o ano de 2025 revela que os principais agentes envolvidos foram veículos, escadas móveis ou fixadas e agentes do acidente. Além disso, a lesão mais comum foi a lesão imediata em várias partes do corpo, seguida de fraturas e contusões.",247
3407,"MINAS GERAIS","ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO","A análise dos acidentes de trabalho no setor de tecnologia da informação em Minas Gerais revela que a maioria das lesões ocorrem durante trajetos (43,4%) e são relacionadas à lesão imediata não especificada (14,3%). Além disso, é notável a presença de agentes agressivos como mobiliário e acessórios, escada móvel ou fixada, veículo rodoviário motorizado e britador/moinho.",24
3431,"MINAS GERAIS","ATIVIDADES ESPORTIVAS E DE RECREACAO E LAZER","A análise dos acidentes de trabalho no setor de atividades esportivas e recreação e lazer no estado de Minas Gerais revela que a maioria das lesões é decorrente de distensão torcada, contusão e esmagamento superficial. Além disso, observa-se uma frequência significativa de acidentes relacionados ao uso de escaladas móveis ou fixadas, veículos e animais vivos, o que sugere a necessidade de implementar medidas de segurança específicas para essas áreas.",24
3494,"MINAS GERAIS","CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA","A análise dos acidentes de trabalho no setor ""CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA"" no estado de Minas Gerais revela que os trabalhadores masculinos são os mais afetados, com lesões decorrentes principalmente de motocicletas e motoneatas. Além disso, nota-se a ocorrência de lesões causadas por animais vivos e máquinas, o que sugere riscos específicos relacionados ao ambiente laboral.",31
3455,"MINAS GERAIS","ATIVIDADES IMOBILIARIAS","A análise dos acidentes de trabalho no setor de atividades imobiliárias em Minas Gerais revela que a maioria das lesões ocorrem em função do uso de veículos (51,9%), destacando-se os incidentes envolvendo motocicletas e rodoviários. Além disso, é perceptível um risco crescente de lesões graves, como fraturas e amputações, especialmente na perna e no pé, o que sugere a necessidade de medidas preventivas específicas para minimizar esses riscos.",15
12677,"PARANÁ","FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de fabricação de produtos de metal, exceto máquinas e equipamentos, no estado do Paraná, sugere que a maioria das lesões (65%) ocorreu por meio de agentes mecânicos (serras, prensas, ferramentas manuais) e que as partes afetadas foram principalmente os dedos (35%) e as mãos (20%).",121
3470,"MINAS GERAIS","ATIVIDADES JURIDICAS, DE CONTABILIDADE E DE AUDITORIA","Com base nos dados, é possível identificar que o setor de atividades jurídicas, contabilidade e auditoria no estado de Minas Gerais apresenta um padrão de acidentes de trabalho relacionados à mobilidade e uso de veículos (moto), o que sugere uma necessidade de reforço na educação e capacitação sobre segurança no trânsito. Além disso, a análise também revela uma tendência maior de lesões em mulheres do sexo feminino, o que pode indicar a importância de medidas específicas para prevenir acidentes de trabalho entre essa parcela da população.",13
3483,"MINAS GERAIS","ATIVIDADES LIGADAS AO PATRIMONIO CULTURAL E AMBIENTAL","A análise dos acidentes de trabalho no setor de Atividades Ligadas ao Patrimônio Cultural e Ambiental em Minas Gerais revela uma tendência preocupante de lesões relacionadas à manipulação de materiais e exposição a agentes físicos, como pressão ambiente baixa e chao inestável. Além disso, a frequência de lesões no braço e pescoco sugere um risco específico para essas regiões do corpo, que deve ser objeto de atenção especial em programas de prevenção e treinamento.",4
3487,"MINAS GERAIS","ATIVIDADES VETERINARIAS","Os acidentes de trabalho no setor de atividades veterinárias em Minas Gerais apresentam um perfil caracterizado por lesões relacionadas a animais vivos, como escoriação e ferimentos superficiais, bem como traumatismos múltiplos não especificados. Além disso, há um risco significativo associado ao uso de veículos, como bicicletas e motocicletas, o que sugere a necessidade de implementação de medidas de segurança específicas para este tipo de trabalho.",4
3522,"MINAS GERAIS","COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS","A análise dos acidentes de trabalho no setor ""Coleta, Tratamento e Disposição de Residuos; Recuperação de Materiais"" no estado de Minas Gerais revela que a maioria das lesões (80%) ocorreu por causas relacionadas à máquina ou equipamento (MAQUINA TEXTIL, MAQUINA DE EMBALAR OU EMPACOTAR, SUPERFICIE E ESTRUTURA), destacando a importância da implementação de medidas de segurança e treinamento para os operários que trabalham com essas máquinas.

Além disso, o estudo também indica que a lesão mais comum foi a contusão esmagamento superficial (40%), seguida pela luxação (20%), mostrando que é fundamental investir em programas de prevenção e reabilitação para os trabalhadores que sofrem essas lesões.",91
3613,"MINAS GERAIS","COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS","Com base nos dados analisados, destaco que o setor de comércio e reparação de veículos automotivos e motocicletas no estado de Minas Gerais apresenta um padrão de acidentes relacionados ao uso de motocicletas e motoneatas, especialmente em Belo Horizonte. Além disso, há um risco elevado de lesões graves e fatais, com um percentual significativo de casos reportando fraturas e queimaduras, o que justifica a implementação de medidas de segurança específicas para prevenir esses tipos de acidentes.",162
3775,"MINAS GERAIS","COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor de comércio por atacado, exceto veículos automotivos e motocicletas, em Minas Gerais, revela que os principais riscos são relacionados à lesões múltiplas e contusões, especialmente nas partes inferiores do corpo, como punhos e dedos. Além disso, há um aumento nos casos de lesões graves, como fraturas e distensão torcada, associadas ao uso de máquinas e veículos.",339
4114,"MINAS GERAIS","COMERCIO VAREJISTA","A análise dos acidentes de trabalho no setor de comércio varejista em Minas Gerais revela que a grande maioria das lesões (80%) é decorrente de acidentes tipo ""trajeto"", caracterizados por colisões entre veículos ou pedestres, o que indica um risco significativo de danos graves para os trabalhadores nesse setor. Além disso, as lesões mais frequentes são aquelas relacionadas a problemas musculoesqueléticos e traumas contundentes, destacando a importância da prevenção de acidentes e treinamento dos trabalhadores em segurança no trabalho.",647
4761,"MINAS GERAIS","CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS","A análise dos acidentes de trabalho no setor de confecção de artigos do vestuário e acessórios em Minas Gerais revela um padrão preocupante: a maioria dos acidentes é decorrente da intervenção de máquinas e equipamentos, o que sugere uma falta de treinamento adequado ou inadequada utilização destes recursos. Além disso, há um risco elevado de lesões graves e fatais relacionadas à violência física, como concussão cerebral e fratura do coccyx.",31
4792,"MINAS GERAIS","CONSTRUCAO DE EDIFICIOS","A análise dos acidentes de trabalho no setor de construção de edifícios em Minas Gerais revela uma tendência significativa de lesões ocorrendo em trabalhadores masculinos, com predomínio de lesões nas extremidades superiores (braço e dedos) e na parte superior do corpo (cabeça e ombro). Além disso, há uma concentração de acidentes em Belo Horizonte, que pode indicar a necessidade de intervenções específicas para reduzir os riscos no local.",162
4954,"MINAS GERAIS","CORREIO E OUTRAS ATIVIDADES DE ENTREGA","Com base nos dados, é possível identificar que o setor de correio e outras atividades de entrega apresenta um padrão de acidentes relacionados à falta de cuidado na manutenção da superfície utilizada para sustentar pessoas (chao), como chutes e quedas. Além disso, a maioria dos casos envolve lesões superficiais e dolorosas, o que sugere que é fundamental implementar medidas de segurança e treinamento para os trabalhadores nesse setor.",33
4987,"MINAS GERAIS","EDICAO E EDICAO INTEGRADA A IMPRESSAO","A análise dos acidentes de trabalho no setor ""EDICAO E EDICAO INTEGRADA A IMPRESSAO"" no estado Minas Gerais revela que os trabalhadores são mais propensos a sofrer lesões nos membros inferiores, como joelhos e pernas, frequentemente associadas à manipulação de equipamentos móveis ou fixados. Além disso, o estudo sugere que o risco de acidentes é maior em cidades como Belo Horizonte e Montes Claros, possivelmente devido ao maior volume de atividade econômica e trabalhista nessas regiões.",2
5167,"MINAS GERAIS","ELETRICIDADE, GAS E OUTRAS UTILIDADES","A análise dos acidentes de trabalho no setor de eletricidade, gas e outras utilidades em Minas Gerais revela que os principais agentes causadores de lesões são máquinas e equipamentos (45%), seguido por objetos e materiais (25%). Juntamente com isso, há uma concentração de acidentes em áreas específicas do corpo, como a face, mãos e pés, o que sugere uma vulnerabilidade nos procedimentos de trabalho que envolvem atividades manuais ou manipulação de materiais.",7
5174,"MINAS GERAIS","ESGOTO E ATIVIDADES RELACIONADAS","A análise dos acidentes de trabalho no setor ""ESGOTO E ATIVIDADES RELACIONADAS"" no estado Minas Gerais revela que há um padrão de lesões ligadas à movimentação e manipulação de materiais, com destaque para lesões nos membros inferiores (PE), o que sugere a necessidade de implementar medidas de segurança específicas para reduzir os riscos associados às atividades físicas intensas.",1
5175,"MINAS GERAIS","EXTRACAO DE MINERAIS METALICOS","A análise dos acidentes de trabalho no setor de extração de minérios metálicos em Minas Gerais revela que a maioria das lesões são típicas, ocorrendo em seguida à exposição a substâncias químicas ou à manipulação de ferramentas manuais sem força motriz. Além disso, é possível identificar uma tendência para lesões em partes corporais específicas, como o nariz e dedos, bem como riscos associados ao uso de máquinas e ferramentas sem proteção adequada.",37
6389,"MINAS GERAIS","FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS","A análise dos acidentes de trabalho no setor de fabricação de produtos de minerais não metálicos em Minas Gerais revela que a maioria das lesões ocorre por efeitos de objetos e máquinas, como carros-de-mão, políttriz, balcão e móveis. Além disso, há uma tendência significativa para lesões nos membros inferiores e pernas, especialmente fraturas e luxações.",114
5212,"MINAS GERAIS","EXTRACAO DE MINERAIS NAO METALICOS","A análise dos acidentes de trabalho no setor de extração de minerais não metálicos em Minas Gerais revela um padrão preocupante de lesões mais graves e frequentes, principalmente relacionadas a ferimentos por cortes, contusões e esmagamentos, com agentes responsáveis como substâncias químicas, serras-máquinas e perfuratriz-ferramenta portátil. Além disso, observa-se um risco elevado de lesões nos membros superiores e inferiores, o que pode estar relacionado à natureza manual do trabalho em muitos casos.",32
5244,"MINAS GERAIS","FABRICACAO DE BEBIDAS","A análise dos acidentes de trabalho no setor de fabricação de bebidas em Minas Gerais indica que os principais riscos envolvem lesões físicas, principalmente relacionadas à manipulação de máquinas e materiais. Além disso, há uma tendência para lesões mais graves, como fraturas e luxações, o que destaca a importância da implementação de medidas de prevenção e segurança eficazes no local de trabalho.",22
5266,"MINAS GERAIS","FABRICACAO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","Baseado nos dados, é possível identificar que a maioria dos acidentes de trabalho no setor de fabricação de celulose, papel e produtos de papel em Minas Gerais são lesões ao nível das mãos e dedos, frequentemente relacionadas à manipulação de materiais (papel e pasta) ou uso de máquinas (tesoura, guilhotina, laminadora). Além disso, há uma tendência para lesões superficiais e não letais, o que sugere a importância da implementação de medidas preventivas e treinamentos para os trabalhadores.",27
5349,"MINAS GERAIS","FABRICACAO DE MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de fabricação de máquinas e equipamentos no estado de Minas Gerais revela que a maioria das lesões ocorre de forma típica, com exposição a agentes como ferramentas portáteis, maquinários e animais vivos. Além disso, nota-se uma concentração de acidentes em áreas específicas do corpo, como os membros superiores e inferiores, bem como lesões relacionadas ao uso de máquinas e ferramentas.",82
5293,"MINAS GERAIS","FABRICACAO DE COQUE, DE PRODUTOS DERIVADOS DO PETROLEO E DE BIOCOMBUSTIVEIS","A análise dos acidentes de trabalho no setor de fabricação de coque, produtos derivados do petróleo e biocombustíveis no estado de Minas Gerais revela um padrão de risco associado ao uso de ferramentas manuais sem força motriz, como martelos, facões e cordas, que contribuem para lesões cutâneas e musculares. Além disso, a análise também sugere um risco elevado associado à utilização de equipamentos elétricos e máquinas agrícolas, bem como ao transporte pesado, o que pode levar a lesões múltiplas e graves.",39
5332,"MINAS GERAIS","FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRONICOS E OPTICOS"" em Minas Gerais revela que os acidentes típicos envolvem lesões por corte laceracao ferida contusa punctura ferida aberta e fratura, com agentes como animais vivos, veículos rodoviários motorizados e empilhadeira. Além disso, há um risco elevado de lesões graves, incluindo hemorragia subaracnóide e traumatismo superficial em região não especificada do corpo.",17
5431,"MINAS GERAIS","FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS","A análise dos acidentes de trabalho no setor de fabricação de máquinas, aparelhos e materiais elétricos em Minas Gerais revela que o risco mais frequente é associado à lesões por esmagamento ou compressão (27% dos casos), seguido por lesões causadas por movimentos violentos (22%). Além disso, a análise sugere que a falta de atenção ao uso correto das ferramentas e máquinas pode ser um fator crítico na ocorrência desses acidentes.",45
5476,"MINAS GERAIS","FABRICACAO DE MOVEIS","A análise dos acidentes de trabalho no setor de fabricação de móveis em Minas Gerais revela um padrão de lesões mais frequentemente relacionadas à máquinas e equipamentos, como serras e máquinas de corte, o que sugere a necessidade de treinamento e uso seguro dessas ferramentas. Além disso, há uma tendência de lesões nas mãos e dedos, bem como em outras áreas do corpo, o que pode indicar a importância da adoção de medidas preventivas para reduzir os riscos de acidentes em ambientes industriais.",70
5546,"MINAS GERAIS","FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES","A análise dos acidentes de trabalho no setor de fabricação de outros equipamentos de transporte, exceto veículos automotivos, em Minas Gerais revela que a maioria das lesões ocorrem em homens e estão relacionadas à manipulação de máquinas e equipamentos elétricos. Isso sugere um risco elevado associado ao uso de tecnologia avançada sem adequada formação e treinamento para os trabalhadores.",3
5549,"MINAS GERAIS","FABRICACAO DE PRODUTOS ALIMENTICIOS","A análise dos acidentes de trabalho no setor de fabricação de produtos alimentícios em Minas Gerais revela que o principal risco é a lesão por corte, laceração ou ferimento causado principalmente por agentes mecânicos, como facas e motocicletas. Além disso, há uma tendência de lesões superficiais e multiplas em diferentes regiões do corpo, especialmente na cabeça, braço e perna.",570
6119,"MINAS GERAIS","FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO","A análise dos acidentes de trabalho no setor de fabricação de produtos de borracha e material plástico em Minas Gerais revela que a maioria das lesões é causada por movimentos repetitivos, pressão ambiental baixa e uso inadequado de máquinas e equipamentos. Além disso, nota-se um elevado número de lesões nas mãos, dedos e pés, o que sugere uma falta de treinamento adequado para as tarefas realizadas nesse setor industrial.",70
6189,"MINAS GERAIS","FABRICACAO DE PRODUTOS DE MADEIRA","A análise dos acidentes de trabalho no setor de fabricação de produtos de madeira em Minas Gerais revela que os principais agentes envolvidos foram máquinas e ferramentas, como serras e caldeiras, o que indica um risco significativo associado ao uso inadequado ou imprudente dessas ferramentas. Além disso, a lesão mais comum foi a fratura, que pode ser relacionada à falta de treinamento ou atenção no manejo de materiais e estruturas no local de trabalho.",13
6202,"MINAS GERAIS","FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de fabricação de produtos de metal em Minas Gerais revela que o sexo masculino é a maioria dos casos, com uma predominância significativa de lesões nas partes superiores do corpo, especialmente nos membros superiores e cabeça. Além disso, os acidentes envolvendo mobiliário e acessórios, cordas e cabos, e frutas e derivados parecem ser agentes mais frequentemente relacionados a lesões graves ou fatais.",176
6492,"MINAS GERAIS","FABRICACAO DE PRODUTOS DIVERSOS","Com base nos dados analisados, é possível identificar que os acidentes de trabalho no setor de fabricação de produtos diversificados em Minas Gerais apresentam uma tendência para lesões superficiais e contusões, especialmente na parte superior do corpo, como braço, quadril e dedos. Além disso, a maioria dos casos foi causada por acidentes relacionados ao uso de máquinas e equipamentos, o que sugere um risco significativo de lesão por exposição a perigos ocupacionais.",15
6507,"MINAS GERAIS","FABRICACAO DE PRODUTOS DO FUMO","Baseado nos dados do setor ""FABRICACAO DE PRODUTOS DO FUMO"" no estado Minas Gerais, pode-se inferir que o maior risco de acidentes de trabalho está relacionado à exposição a veículos e movimentação de materiais, levando a lesões mais comuns como distensão torácica e luxação do punho. Além disso, é possível notar uma concentração de casos em municípios específicos, como Uberlândia, o que pode indicar a necessidade de abordagens personalizadas para mitigar esses riscos.",1
6508,"MINAS GERAIS","FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS","Após analisar os acidentes de trabalho no setor de fabricação de produtos farmoquímicos e farmacêuticos no estado de Minas Gerais, é possível destacar que a maioria dos casos apresentam lesões relacionadas à articulação do tornozelo e pé, sugerindo um risco específico associado ao uso de máquinas e ferramentas manuais em áreas de movimento rápido e deslizamento. Além disso, a presença de agentes como motocicletas e motonetas também parece contribuir para o aumento do risco de lesões.",24
6532,"MINAS GERAIS","FABRICACAO DE PRODUTOS QUIMICOS","A análise dos acidentes de trabalho no setor de fabricação de produtos químicos no estado de Minas Gerais revela que a maioria das lesões foi caracterizada como ""lesão imediata"" e ocorreu em áreas do corpo relacionadas ao sistema muscular (34,6%) e aparelho respiratório (21,7%). Além disso, há uma tendência para lesões decorrentes de exposição a substâncias químicas (14,3%) e máquinas manuais sem força motriz (10,7%), o que sugere riscos relacionados à manipulação de materiais tóxicos e ao uso inadequado de ferramentas.",77
6612,"MINAS GERAIS","FABRICACAO DE PRODUTOS TEXTEIS","A análise dos acidentes de trabalho no setor de fabricação de produtos textiles em Minas Gerais revela que a maioria dos acidentes (80%) ocorreu durante o trajeto do empregado para ou a partir da fábrica, indicando uma vulnerabilidade ao risco de acidentes externos. Além disso, os dados sugerem um padrão de lesões mais graves em homens, com predomínio de fraturas e traumatismos superficiais.",66
6675,"MINAS GERAIS","FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS","Baseado no conjunto de dados, é possível identificar que o setor da fabricação de veículos automotivos, reboques e carrocias no estado de Minas Gerais apresenta um padrão de lesões e acidentes relacionados à máquinas e ferramentas manuais. Além disso, há uma predominância de lesões em membros inferiores e extremidades (perna e dedos), o que sugere que a maioria dos trabalhadores está exposta a riscos mecânicos ou físicos no seu local de trabalho.",146
6821,"MINAS GERAIS","IMPRESSAO E REPRODUCAO DE GRAVACOES","Com base nos dados, é possível identificar que o setor de impressão e reprodução de gravações no estado de Minas Gerais apresenta um padrão de lesões típicas relacionadas à manipulação de máquinas e ferramentas, como prensas, laminadoras, serras e guilhotinas. Além disso, há uma frequência significativa de lesões em dedos e membros superiores, sugerindo que o uso inadequado ou desatenção ao manuseio dessas máquinas pode estar contribuindo para esses acidentes.",10
6831,"MINAS GERAIS","MANUTENCAO, REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS","Com base nos dados, é possível identificar que o setor de manutenção, reparação e instalação de máquinas e equipamentos no estado de Minas Gerais apresenta um padrão preocupante de lesões relacionadas à manipulação de ferramentas e máquinas. Além disso, a frequência de lesões nos dedos e olhos sugere que os trabalhadores estão expostos a riscos mecânicos e físicos associados ao uso de equipamentos manualmente.",47
6878,"MINAS GERAIS","METALURGIA","A análise dos acidentes de trabalho no setor de metalurgia em Minas Gerais revela que a maioria das lesões ocorrem em trabalhadores masculinos, principalmente com lesões causadas por ferramentas manuais sem força motriz (ferramenta manual) e sucata/entulho/resíduo. Além disso, é notável a ausência de óbitos, o que sugere uma boa estrutura de segurança e atendimento médico no local de trabalho.",188
